song_name,name,song_id,cluster
Movies Were Movies,Robert Preston,76jmGgDJOAd7XdGGg4zLzG,0
The Killing Jar,Siouxsie and the Banshees,1j0UWLVjMbBEQdqfI1CSQf,2
Fixing A Hole - Remastered 2009,The Beatles,3pKKxkeB1pOUMHwWBmKc3Y,3
Russians,Sting,1CdLweA1brUOAoYEvzTt8M,4
No Sleep Till Brooklyn,Beastie Boys,5qxChyzKLEyoPJ5qGrdurN,2
Natural Blues,Moby,6hmtNel4OKlBpBcTO7ao3o,3
WOW,Prince,0DkV3bGqrYj9SSQ7NCVOJt,2
WOW,3RDEYEGIRL,0DkV3bGqrYj9SSQ7NCVOJt,2
Sorrow - 2015 Remaster,David Bowie,21FFj5GqlujABc0H06uN8j,1
Waltzing Matilda,Rolf Harris,0aHbh03UWFLSctjbNkZGaf,0
I Wish It Would Rain,The Temptations,1tjpccwiGZTMDfHr5VGCmT,1
Sunny Came Home,Shawn Colvin,4mOxpj82q6n3EO7HBZCelX,3
Right Now,The Creatures,1nhlatfHXlrdcHt125JnH5,2
Sweet Talkin' Guy,The Chiffons,5GLr9bkV2czl8o7zJoWXca,3
When You Were Mine,Prince,6Kbkge4WbvwWv1jVzSQsr8,2
'Til I Can't Take It Anymore,Ben E. King,0ieRexK7kXwbjEk6ApYfCZ,2
"Gonna Fly Now - Theme From ""Rocky""",Bill Conti,60kXdgdz1PRqbNQIAEU6s9,1
Angels,Robbie Williams,1M2nd8jNUkkwrc1dgBPTJz,1
Good Morning Judge,10cc,1fMGRxKRtIKNyaMMGrzInM,2
Safety Dance,Men Without Hats,49gncM4nMG84k14p2Y7FH0,1
Big Romantic Stuff,Bob Geldof,6aehV1FyDiYYKB0h1nbaoh,1
Glory Days,Bruce Springsteen,1ZXsVPyuAsMsd3CSG5s5CB,2
The King Is Half-Undressed,Jellyfish,1GWvlF40VlQHURvNC9DGcB,3
F.B.I.,The Shadows,3uKciJKjK74YaoXY02CrrX,0
Pirate Jet,Gorillaz,0xSF7iHZQxaZYMAiBfobms,3
The Man,The Killers,6U5ySz3l4LtpaJ37pr3bGU,3
Fishin' Blues,Taj Mahal,6kEF5v5yIFIzpXxSHl5srW,0
It's The Same Old Song,Four Tops,0wWncpU1P8DGXbag1YuKTy,3
Shakermaker - Remastered,Oasis,4Aaxvww9EEj8OCRH9ChUF7,1
Sunday's Best,Elvis Costello & The Attractions,5sYL9KEMkO6tA4s5gKfoCb,1
Out Of Sight,Hooverphonic,5ROyrnoFoYZVW2ocgsrA8t,1
In A Funny Way,Mercury Rev,6YfpavSZydoKLJk2BpTOju,2
Extreme Ways,Moby,2OnqLGs0xZvr8ZNzWJELGo,3
Welcome To The Jungle,Guns N' Roses,0bVtevEgtDIeRjCJbK3Lmv,2
Theme From M*A*S*H (Suicide Is Painless) - Remastered,Manic Street Preachers,2Wx5tBC8sxVeqRwgI3uCJ2,2
Aces High (Luftwaffe March) (From Film 'Battle of Britain'),The Band Of The Royal Military School,2gW4rPNPs94z5paALmoUSb,0
I Wouldn't Normally Do This Kind of Thing - 2018 Remaster,Pet Shop Boys,5pQHCIcRgwMJrL05Swgjjd,1
Black Cat,Janet Jackson,7wzl8TbHkZs68YH67cQmjB,3
Outside,David Bowie,4ersUFGvmzjhnXfmhKtFkI,1
I'll Try Anything (To Get You),Dusty Springfield,02Pax8QVmYKF6gbdaGiPVo,2
Make Me A Song,Eleanor Friedberger,3Nt1G38u1lalca5B2lm8Sd,1
Jailbait,Motörhead,7xsnsgkBFZr0uhHMXIc2h2,2
Rumour Has It,Adele,5mFMb5OHI3cN0UjITVztCj,1
Everybody Takes A Tumble - Single Version,The Waterboys,6xWremX5OKs9sWIkifnmZt,3
Banana Boat (Day-O),Harry Belafonte,4fHDlIntTsRGSyTg5UYZYC,0
Johnny And Mary,Robert Palmer,3VHFkxbekZQF7xLRd7KjgL,3
Little Things (That Keep Us Together),Scott Walker,2EYyQXHMa2F6hZTs2Mve1z,2
Highwayman,The Highwaymen,7jWbXvrgdbkajU8L28ahn5,0
Highwayman,Willie Nelson,7jWbXvrgdbkajU8L28ahn5,0
Highwayman,Johnny Cash,7jWbXvrgdbkajU8L28ahn5,0
Highwayman,Waylon Jennings,7jWbXvrgdbkajU8L28ahn5,0
Highwayman,Kris Kristofferson,7jWbXvrgdbkajU8L28ahn5,0
Rosalind (You Married the Wrong Guy),The Waterboys,1mSORjqtxQwrFbv8WC5SDn,3
The Boy In the Bubble,Paul Simon,00IrSynHsun7DpDrLkRIjM,1
Gatekeeper,Feist,71pLAOb9hGDPnDuGse80fV,4
Until Tomorrow Then,Ed Harcourt,6b6tOfKbkMPogJ98zoyEPy,0
Go (Radio Edit),Moby,6m97Mu089F0rYcvggzwS2W,3
Trouble,P!nk,5PLC7cNlxWIMAZvXrtqsZm,2
She Drives Me Crazy,Fine Young Cannibals,4d6eqRtpDX7tydHJGDZUBQ,1
Wrapped Around Your Finger,The Police,0Ft9jAS4tzb2vQIwZgUUEl,3
Cabaret: Dont' Tell Mama,John Kander,5M31qc6MUEM5o3dqXqSc7q,0
Cabaret: Dont' Tell Mama,Joel Grey,5M31qc6MUEM5o3dqXqSc7q,0
Cabaret: Dont' Tell Mama,Jill Haworth,5M31qc6MUEM5o3dqXqSc7q,0
Cabaret: Dont' Tell Mama,Cabaret Ensemble,5M31qc6MUEM5o3dqXqSc7q,0
Cabaret: Dont' Tell Mama,Harold Hastings,5M31qc6MUEM5o3dqXqSc7q,0
Letter from God to Man,Dan Le Sac vs Scroobius Pip,4TPmB8Xol9mseNxIBfXgev,1
"(I'm Always Touched By Your) Presence, Dear - Remastered",Blondie,7wKcSMrAW3d9qTd8OSd9HX,2
Only One Way I Can Go,The Clint Boon Experience,0czXyJpUsVC81dAmvZkjkZ,1
I Believe (When I Fall In Love It Will Be Forever),Stevie Wonder,4P3R9J5VGPyAPx9T6ZXAcF,0
Flying Saucers Rock and Roll,Billy Lee Riley,5mif5BuwDD9yCZrWc9Bnxe,1
The Battle Of New Orleans,Johnny Horton,66eFGhs8LXeBgrXk0YgRJK,2
Chain Gang,Sam Cooke,1sK10Me7qS9em2QTx6dYRe,2
Let Her Go,Passenger,5kWcIgj5CszKQBB0Lg7sGY,2
You Gotta Believe,Rose Royce,50mQ8Vef5jQDLmwytu4f6m,1
You Gotta Believe,The Pointer Sisters,50mQ8Vef5jQDLmwytu4f6m,1
The Living Daylights - Single Version,a-ha,6qfitp5wDqZiGT12qqsCOC,3
Waiting For The Worms - 2011 Remastered Version,Pink Floyd,7s9MWRmBH5fbohw3Tqikyb,0
Hallowed Be Thy Name - 1998 Remaster,Iron Maiden,4yCgJr54LTwk0xOvj4XoQk,3
Karmacoma - Remastered 2006,Massive Attack,3x70AjexU4TyUEK60mfNRY,2
Go Now,The Moody Blues,3tBoyeqrFkJfBIeQtdayvG,4
Stories of Old,Depeche Mode,70YU4Tk89iy1YJxeCEVWlL,3
Converted,Alabama 3,5TITWLA9ggrdV5DlK6f2xj,1
Some Days There Just Ain't No Fish,Hoagy Carmichael,2xnD1T8JxOmCpAB0wAxJcw,4
Prioritise Pleasure,Self Esteem,7iw6UI6C6zW0ujbyB1iggR,3
Trampled Under Foot - 1990 Remaster,Led Zeppelin,2g7iUTiLRue30KAXnesFgt,3
Hold Back the Night,The Trammps,2Jok6fkKmcP7Lp7XLzQ1wj,1
White Riot - Remastered,The Clash,0brrVj6VnvrG70SjRTnEJA,1
Something Fast,Sisters of Mercy,2DhwtMFIwQI91oFadVKnvI,3
Make 'Em Laugh,Donald O'Connor,1Uwhu0HNqCjukmsiSSnlsx,0
Dragnet,Ray Anthony & His Orchestra,4WWkeCAw0u3GISYY5UIkZJ,4
I Don't Care If the Sun Don't Shine,Elvis Presley,4SYT6rzGIpFSBzKGfVBcfV,0
Copenhagen,Scott Walker,4pX9oG0TpJxXAkHhH5d7JU,0
Sugar Baby Love,The Rubettes,1WZ7nC1GSk8rCF3X4cRiOv,1
Amoureuse,Kiki Dee,4VDLTV2acdZwL0OhYykBql,2
Hawaii Five-O,Mort Stevens And His Orchestra,198cAZbMhfQ7xgKEk3PoUA,3
Counting Stars,OneRepublic,5edBgVtRD0fvWk140Sl21T,3
No Diggity,Blackstreet,6MdqqkQ8sSC0WB4i8PyRuQ,3
No Diggity,Dr. Dre,6MdqqkQ8sSC0WB4i8PyRuQ,3
No Diggity,Queen Pen,6MdqqkQ8sSC0WB4i8PyRuQ,3
Your Mind and We Belong Together,Love,1KV0tey2CvvVltu4bhIgDQ,2
Music:Response,The Chemical Brothers,6r3YVMZzQD216WRAlCbbcz,2
Gotta Be a Sin - Single Edit,Adam Ant,7rzRljFHuYoJLdgrZgIRpW,2
When I'm Cleaning Windows,George Formby,3UDTS1Z11vXTRcmD1i0Flq,0
"Toccata And Fugue In D Minor, BWV 565: I. Toccata",Johann Sebastian Bach,6BPxk2Yucpas8tXZuWU4CF,0
"Toccata And Fugue In D Minor, BWV 565: I. Toccata",Wolfgang Rübsam,6BPxk2Yucpas8tXZuWU4CF,0
California Shake,Margo Guryan,4pbfCa0bLUxDzG56kVPwX0,3
Low,Cracker,3zOvCNuRh0hX0Bua4eWJbs,2
Safe From Harm - Remastered 2006,Massive Attack,63mAlBTOXTBjPW1B9JaNtN,2
Monkey Gone to Heaven,Pixies,0mgf3fvkkbBdQyb4YnpCqZ,3
Visions of You,Jah Wobble's Invaders Of The Heart,3sRfwJamrDcMw4KCegnxul,2
Don't Stand So Close To Me,The Police,5veJDT0MLsLbhYsx42GXUD,1
Surf City,Jan & Dean,1Oewmmr12xuhgzvUJ9Q0cf,2
Mathematics,Little Boots,4e5XPD3qh9miordZiBf5jp,3
We'll Meet Again,Johnny Cash,6SCgT1QDWcsnMusKYua9eE,0
(I'll Build A) Stairway to Paradise,MGM Studio Orchestra,62r3sjSRAXmLhKKbR55WEs,4
(I'll Build A) Stairway to Paradise,Georges Guétary,62r3sjSRAXmLhKKbR55WEs,4
Top Of The World,Carpenters,0oYA1GHiaw61DdZCPTbJ0M,2
Jump - 2015 Remaster,Van Halen,7N3PAbqfTjSEU1edb2tY8j,1
Sophisticated Boom Boom,The Shangri-Las,29bV7N2KQ06j7sJQPrmrBv,3
Last Resort,Papa Roach,4YLI2hVQu66q23ScZKFg47,3
Do the Hippogriff,Jason Buckle,2wgSK8vTwn9VEqZOzMZqRN,3
Do the Hippogriff,Steve Claydon,2wgSK8vTwn9VEqZOzMZqRN,3
Do the Hippogriff,Jarvis Cocker,2wgSK8vTwn9VEqZOzMZqRN,3
Do the Hippogriff,Jonny Greenwood,2wgSK8vTwn9VEqZOzMZqRN,3
Do the Hippogriff,Steve Mackey,2wgSK8vTwn9VEqZOzMZqRN,3
Do the Hippogriff,Philip Selway,2wgSK8vTwn9VEqZOzMZqRN,3
Slave To The Rhythm,Grace Jones,7pLO4yo5NrsguQVAhrIswR,2
The Final Countdown,Europe,3MrRksHupTVEQ7YbA0FsZK,3
Hava Nagila,The Barry Sisters,3unJvxf4mEnivwWbhKBmMa,1
Don't Matter Now,George Ezra,7eGpQgpepXm1MJ80Zhoipv,2
Wishing I Was Lucky,Wet Wet Wet,4w55wTh9ZbVgD9YC5Z4pZZ,1
Orange Crush - Remastered 2013,R.E.M.,7sNhXWrg9eW3qRqeuePaIC,2
Life Begins At The Hop,XTC,45T0sfbeUGB4oNj8QikLs4,2
My Body Is a Cage,Arcade Fire,1rOlTL4pKQ9Y1fURua4AJR,4
Take A Stroll Thru Your Mind,The Temptations,1JdiNCMjD1QUML3kCQ2Qbb,0
Cupid,Sam Cooke,6VqVieqjDEwS3mByMq4OzB,2
The Electrician,The Walker Brothers,1xD44zf2m2Ww06kZFRmeEc,2
Diva - English Radio Version,Dana International,5g4rGXAdV7dYKGPmrUQ3ge,3
Country Weekend,Duke Special,6kkSty81itzv8DdVYbr2OP,4
Controversy - Single Version,Prince,4Soed5Un5Pqhy34DX9M1rk,3
Lucky You,The Lightning Seeds,4RG9Ulx2XrTg2achBTPaoo,3
Nathan Jones,The Supremes,2djxoTjKyb4JVGv19s9ZxW,2
Everyone's Gone to the Moon,Jonathan King,3tuup6TfHtbNdqlbF01HrX,0
Bar Staff,Frank Turner,2whniZDjiTWSu8E4WvR4Km,2
Love Hangover - Single Version,Diana Ross,3gbnQ7TJEx1EI9chRZXVXl,1
Hey Porter,Johnny Cash,4PMAKHWnw6PnA4Xsaq4uAl,0
I'll Turn To Stone,Four Tops,13ZqCFrJ9aHlG6BPVu2sc5,1
Don't Make Me Over,Dionne Warwick,1Mw5hlQc2328fJL7AGZb65,1
Don't Pay The Ferryman,Chris de Burgh,0vJlZS5zLMhRQ6xo9vmAlB,3
Nothing Can Stop Us Now,Saint Etienne,4U4BgoiNLC7WddAtkcP81P,2
Bill Drummond Said,Julian Cope,6ZEfrpwZ7l43hPSCmr0hEr,2
Workingman's Blues #2,Bob Dylan,1Uio0ESSDWy3GEe3vpPBiM,2
Me and Julio Down by the Schoolyard,Paul Simon,6vxHp3CDNo0afgKGp2yi1E,2
Nowhere Fast,Carter The Unstoppable Sex Machine,4RSQ7CecyrisBCZ4UeGOae,0
She's Electric,Oasis,7z0ZjHwSfg5ZBIoa2Fpkxg,1
Play The Game - Remastered 2011,Queen,6Ir4U5SFeIgUUmei82CiBg,2
"Please, Please, Please",James Brown,3V7uTSvYdgnuQJTlD5I62A,0
How Deep Is Your Love,Bee Gees,1W9zants12SLSVJE2QPYij,4
Deliverance - Radio Edit,The Mission,5uEmfNLkzSNtADEv3ICuTm,3
Bottle Rocket,The Go! Team,2yP8nb4nE6RUM8JBUfNops,1
High Heel Sneakers,Tommy Tucker,4j8ar2G1juphNIP9Wv0VbS,0
Pretty Shining People,George Ezra,2JVwsN6viHjR9t5pCPQ4Br,1
I Can Hear Music - Remastered 2012,The Beach Boys,6O6LQYuuqiYUJGpya4ywiC,1
Il barbiere di Siviglia (The Barber of Seville): Act I No. 2: Cavatina: Largo al factotum della citta,Gioachino Rossini,7iLbOVf7ZT22rMOBpdE7db,0
Il barbiere di Siviglia (The Barber of Seville): Act I No. 2: Cavatina: Largo al factotum della citta,Roberto Servile,7iLbOVf7ZT22rMOBpdE7db,0
Il barbiere di Siviglia (The Barber of Seville): Act I No. 2: Cavatina: Largo al factotum della citta,Sonia Ganassi,7iLbOVf7ZT22rMOBpdE7db,0
Il barbiere di Siviglia (The Barber of Seville): Act I No. 2: Cavatina: Largo al factotum della citta,Ramón Vargas,7iLbOVf7ZT22rMOBpdE7db,0
Il barbiere di Siviglia (The Barber of Seville): Act I No. 2: Cavatina: Largo al factotum della citta,Angelo Romero,7iLbOVf7ZT22rMOBpdE7db,0
Il barbiere di Siviglia (The Barber of Seville): Act I No. 2: Cavatina: Largo al factotum della citta,Franco de Grandis,7iLbOVf7ZT22rMOBpdE7db,0
Il barbiere di Siviglia (The Barber of Seville): Act I No. 2: Cavatina: Largo al factotum della citta,Ingrid Kertesi,7iLbOVf7ZT22rMOBpdE7db,0
Il barbiere di Siviglia (The Barber of Seville): Act I No. 2: Cavatina: Largo al factotum della citta,Kazmer Sarkany,7iLbOVf7ZT22rMOBpdE7db,0
Il barbiere di Siviglia (The Barber of Seville): Act I No. 2: Cavatina: Largo al factotum della citta,Laszlo Orban,7iLbOVf7ZT22rMOBpdE7db,0
Il barbiere di Siviglia (The Barber of Seville): Act I No. 2: Cavatina: Largo al factotum della citta,Ferenc Korpas,7iLbOVf7ZT22rMOBpdE7db,0
Il barbiere di Siviglia (The Barber of Seville): Act I No. 2: Cavatina: Largo al factotum della citta,Hungarian Radio Chorus,7iLbOVf7ZT22rMOBpdE7db,0
Il barbiere di Siviglia (The Barber of Seville): Act I No. 2: Cavatina: Largo al factotum della citta,Budapest Failoni Chamber Orchestra,7iLbOVf7ZT22rMOBpdE7db,0
Il barbiere di Siviglia (The Barber of Seville): Act I No. 2: Cavatina: Largo al factotum della citta,Will Humburg,7iLbOVf7ZT22rMOBpdE7db,0
Dumb,Nirvana,5gRcv46AMTrosmTOqrOV3Q,0
Mealor: Wherever You Are,Military Wives,1UYmcnZzadVsQS5zEb35gp,0
Mealor: Wherever You Are,Gareth Malone,1UYmcnZzadVsQS5zEb35gp,0
Mealor: Wherever You Are,London Metropolitan Orchestra,1UYmcnZzadVsQS5zEb35gp,0
Kingdom of Rain - Remastered,The The,2QT2WDzN2QNpJJsAfKpCYt,1
Tour de France - 2009 Remaster,Kraftwerk,5uNlgK7FEg6r9BGy12P9Sx,3
Marcus Garvey,Burning Spear,4HlAtQ34aV37lKs9hhbgtc,3
I Don't Need No Doctor,Ray Charles,5vh9mVGLf7JwRYPaCD5AwO,2
I Believe in a Thing Called Love,The Darkness,756CJtQRFSxEx9jV4P9hpA,1
Spiralling - Orchestral,Erasure,0JkJiV4cQJMvfTGEW7IRz9,0
Digging An Early Grave,Duke Special,1EfqCek8nU0VJqCMwOyBqo,2
There’s No Business Like Show Business,Betty Hutton,6eP6eXfGJY84F6ppDo5Itb,0
There’s No Business Like Show Business,Howard Keel,6eP6eXfGJY84F6ppDo5Itb,0
There’s No Business Like Show Business,Louis Calhern,6eP6eXfGJY84F6ppDo5Itb,0
There’s No Business Like Show Business,Keenan Wynn,6eP6eXfGJY84F6ppDo5Itb,0
For You,Bruce Springsteen,218wztz9mZdDX8Ia1OkUvq,2
Kiss That Frog,Peter Gabriel,12MNtocbT8Bp5ZLrvBuviI,2
The Conspiracy Of Homer Jones,Bobbie Gentry,6Fg8RAdxL2WXDqxs9dpNHh,1
Kandy Pop,bis,4A1pb9GnPwjQj3Y4I0Ztwp,2
Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,1DSfSCGnvhEP8XA2oKkcCq,3
You Do Something To Me,Marlene Dietrich,0eMG1dkMhggMVoMpF3ZPIX,0
So Long,ABBA,4GVkqWE7bqpmWhVvy9d8VL,2
Sisters Are Doin' It for Themselves,Eurythmics,61oEC3ZjyitXj5KUzqCsYr,3
Sisters Are Doin' It for Themselves,Annie Lennox,61oEC3ZjyitXj5KUzqCsYr,3
Sisters Are Doin' It for Themselves,Dave Stewart,61oEC3ZjyitXj5KUzqCsYr,3
Sisters Are Doin' It for Themselves,Aretha Franklin,61oEC3ZjyitXj5KUzqCsYr,3
Too Good To Be Forgotten,Amazulu,6Z4jtmOMEZOYjHqiLDHqDd,1
Hard Times Good Times,Hyde & Beast,0RoDh98QycgxDLjlPxP8q2,3
Machete,Moby,0MHr827sRWEwzwjztYBtpe,3
Zoo Station,U2,01E97908af7cRmFC9XXekH,2
People Are Strange,The Doors,1Jmqubf9kGkWeYQXQKImL5,4
My City of Ruins,Bruce Springsteen,5A2wRK7ch9tg6k5iibUsgT,2
Dreams,The Cranberries,4JGKZS7h4Qa16gOU3oNETV,1
Cars and Girls,Prefab Sprout,755cKP6z9tywIgQpAc3cVV,3
Recovery,Frank Turner,49ccDOSipaIJ4PcmovJy4h,2
Wild Woman,Imelda May,7g0khMennYpCxq3CpN31S4,3
Generator,The Holloways,5huKxZxNzciArMf5RQ57Da,1
Turning Japanese - Non Stop Edit,The Vapors,1MANhf0nwr6gFwsRJMeDbr,1
Love Grows Where My Rosemary Goes,Edison Lighthouse,7qO9ciumODiR5anUvMsWXo,2
X Offender - Remastered 2001,Blondie,2Yn7a6j6jWq9xzQFP2myDS,1
One Nation Under A Groove,Funkadelic,2YK4NQ0SrVJOBHMHqAcrN6,3
Way over Yonder in the Minor Key,Billy Bragg,4oAIcTUK9aVpT2gIBsbKXD,2
Way over Yonder in the Minor Key,Wilco,4oAIcTUK9aVpT2gIBsbKXD,2
Give Me One Reason,Tracy Chapman,4vDBJeeQCbhP9FaPPMsYkY,2
Shackles (Praise You),Mary Mary,7JKEA8xYDoFp4q0QBW2PGg,2
Close Watch - Music For a New Society,John Cale,21Os3paNWwcERNXBAYHpkF,0
Fix You,Coldplay,7LVHVU3tWfcxj5aiPFEW4Q,1
Are You Ready To Be Heartbroken?,Lloyd Cole and the Commotions,1KG2olppt8pzV5kcAi32XJ,2
Oh Boy! - Single Version,Buddy Holly & The Crickets,7DV3Ku9VPbzlSDI4bblaZs,2
Sporting Occasion (Wimbledon Closing Title Theme),Arnold Steck,55GCCawsZSwIvPeuF4HCRE,0
Under Your Thumb,Godley & Creme,5lEmNTmbmYRukxzepQgrrh,0
Sweet Little Mystery,Wet Wet Wet,58qBa4R0T7u0ZiuRvMJRUN,1
Miss Otis Regrets,Alberta Hunter,1539JInZQWyfLvKWVHrWgf,0
Miss Otis Regrets,Jack Jackson & His Orchestra,1539JInZQWyfLvKWVHrWgf,0
The Fight Song,Marilyn Manson,6pfdW2NouUI3ZnugM7r0G0,3
Holiday,Madonna,4cUSgvW6wlxqzzxE3P4voV,3
The Greatest Show on Earth,Strangelove,1EBvhaNbBKE1pmtoH5cP6U,2
"The Good, The Bad And The Ugly - 2004 Remaster",Ennio Morricone,1JSIWsJfxOji0FrxFcxdCK,0
Believer,Imagine Dragons,0pqnGHJpmpxLKifKRmU6WP,3
Take A Chance On Me,ABBA,7x93eCAiJQF7DUt979fj3p,2
Suicide Blonde,INXS,6sCjXr2AnV65LsJxZFWytZ,3
When The Night Comes,The Boomtown Rats,7MvttrNbXE0OEwJ5djA2Qu,1
Florentine March Op.214,Julius Fučík,09wjHbHlvtv4Yi028Vbrz0,0
"Girl A, Girl B, Boy C",My Life Story,1prA1Zqb4ijMsRxjf6HRYB,3
Too Much,Bros,0oQbvv5rf8kYQUlpm0we3s,2
Don't Cry (Original),Guns N' Roses,2N2yrmodOnVF10mKvItC9P,2
Love It When You Call,The Feeling,6jotePMCBR1Wr1BXqchmL7,1
A Hard Day's Night - Remastered,The Beatles,69d54YOS8TOQiUYjX57XeA,1
You're So Vain,Carly Simon,2DnJjbjNTV9Nd5NOa1KGba,1
Somebody to Love,Jefferson Airplane,4yrloqLBKS7Pi3z7g2HDga,1
Man Of The World,Fleetwood Mac,5dkQje6KBCfsYStar4vHYj,0
Crazy Words - Crazy Tune (Vo-Do-De-O),Irving Aaronson and His Commanders,2qFqAmhOKhwZurx7VJriR4,0
Disappointed - Single Mix,Electronic,29XFmaQg19lBLkt3Rizvrp,3
Is This What You Wanted,The Last Shadow Puppets,2H9E4Xr2WTabI9tPIsQKqU,1
Just Like Honey,The Jesus and Mary Chain,2Zb1vzq95XsUDGdjOkaGie,2
Brand New Lover - Edit,Dead Or Alive,4JO49IxCMeGdWVtBU5ESAO,3
That's Entertainment!,Judy Garland,4WMSX3rbTCaMcsr2i30yDu,0
The King of Rome,The Unthanks,4aAODvWYkmJaqosWFN28dl,0
Fortune Teller - 2002 Remaster,Benny Spellman,79iJChkQn2kOeUTrBZNRGp,1
Crescent,Brendan Perry,03PdjOVAC8uASkclttHYNV,4
For The Dead,Gene,1BoJvUBQhrJV0UdNfo2Qmd,1
I'm Coming Out,Diana Ross,0ew27xRdxSexrWbODuLfeE,2
Please Please Me - Remastered,The Beatles,2Iccm3cKBQHWt5yk0yX9nh,1
Morning Sun,Robbie Williams,0tOpMcr2I01zrr4lyVUHJk,1
Blue Suede Shoes,Carl Perkins,1EJovYCU4hrSNlnExSqGnK,1
Win - 2016 Remaster,David Bowie,7MB0GpjxLIiqhPgubokq8F,0
Jeepster,T. Rex,39xOuSvhBMIELD277RaghH,2
Do I Make Myself Clear (feat. Sugar Pie DeSanto),Etta James,1L3I6w4l1oqkVufeH5mOfa,3
Do I Make Myself Clear (feat. Sugar Pie DeSanto),Sugar Pie DeSanto,1L3I6w4l1oqkVufeH5mOfa,3
Some Girls,Rachel Stevens,6GTbGrlpYkPDJCGjCiwjEa,1
Rubber Bullets,10cc,1QQgSUKCG8GakzMOwi4lFS,2
Piggies - Remastered 2009,The Beatles,4ZmjfLdJXbqjAENqk7eWSE,0
Filmstar,Suede,3KkprQ6irzkMMBJS49Tkaa,1
Eternal Flame,The Bangles,5MoDQWMDMaAGDEiWsJfeCi,4
"Dignity - Live at Sony Music Studios, New York, NY - November 1994",Bob Dylan,0qcxwAuainpxkC822RwMEp,1
Spacehopper,Julian Cope,3kAmGnCu4I6AEmWT0KlQBj,2
Let's Stick Together,Bryan Ferry,7Iu1bfEjmLJrgJt7nzSZgO,2
Pennsylvania Six-Five Thousand,Glenn Miller,119G5E7zIcdKEStZrNFtPm,0
I'm Your Man,Spiritualized,2t7s9xNY2eu0pmKCCJM23V,0
Golden Skans,Klaxons,6BqWhxll86CGGE6WxgdRqG,3
"Torch - Original 7"" Single Version",Soft Cell,5b3NxkCIUD5Yo8OTj3eEum,3
"Yoshimi Battles the Pink Robots, Pt. 1",The Flaming Lips,0ccCwNzXvr1Yoz91vKz31Z,1
Everything I Own,Ken Boothe,5l1w4vYo1UJSauY3Sh5Dxi,2
All Grown Up,Elvis Costello,5ghdbb94VbPyqfOLbiiPGc,1
The Only Living Boy in New York,Simon & Garfunkel,25aMcOH9KVYjllvlupKyJj,2
Beat Of My Drum,Nicola Roberts,1C3kbf0IYyUJa80NgAS6DS,2
Jean's Not Happening,The Pale Fountains,5kbKANvdpk5qndaA49i262,2
Jean's Not Happening,Paul Hardiman,5kbKANvdpk5qndaA49i262,2
Victor - Remastered,Blondie,5pOmmYAksFw09JIOvmOJMM,1
Sunglasses At Night,Corey Hart,1QbQL5m30YNvukitIqAnFG,3
Colour My World,Petula Clark,7jdzEajQulRkZejXLFNmaZ,2
The Robots - 2009 Remaster,Kraftwerk,5eqZWYQ5tbIehx00NeKXz7,3
Millennium,Robbie Williams,1nrackcWUBo87xecPgry2G,2
Beat City,The Raveonettes,1UJG3ZmpRWYVlAKD1NhnJU,3
As,George Michael,22WJbbti5hZkY7J8jwVX9o,3
As,Mary J. Blige,22WJbbti5hZkY7J8jwVX9o,3
"96,000",Lin-Manuel Miranda,0mqcxeYg1b57YjniPNTtQ6,3
"96,000",Christopher Jackson,0mqcxeYg1b57YjniPNTtQ6,3
"96,000",Robin de Jesus,0mqcxeYg1b57YjniPNTtQ6,3
"96,000",Seth Stewart,0mqcxeYg1b57YjniPNTtQ6,3
"96,000",Janet Dacal,0mqcxeYg1b57YjniPNTtQ6,3
"96,000",Andrea Burns,0mqcxeYg1b57YjniPNTtQ6,3
San Francisco (Be Sure to Wear Flowers in Your Hair) - Single Version,Scott McKenzie,6vcNJUWtUPB0hKC6VbZriY,0
The Lady Is A Tramp - Remastered 1998,Frank Sinatra,4Z4eU8yoBtBGIQPQrhCFr2,4
The Thieving Magpie,Gioachino Rossini,2jQcFQbZ2frHA7QkFDFQw1,0
Moments Of Pleasure - 2011 Remastered Version,Kate Bush,28KI5JJFYz2m9ZTk2zJg2s,0
You Can't Be Funky,Bush Tetras,3Yls1vC1UyLMRmxti9kO7w,1
Smack My Bitch Up,The Prodigy,3tehrxZR8eaANHov4cEctL,3
I'm Losing More Than I'll Ever Have,Primal Scream,3jEJQGprFXpeICSRtPKGDc,2
You Got What It Takes,Showaddywaddy,5auFbexb2joXt2KNS91L8s,1
Cowboys and Angels - 2010 Remastered Version,George Michael,4WCDSDVpgcxtjT9iT8TMGt,1
Sweet Home Chicago,The Blues Brothers,1OJO3vsGqwbIQuLPGeY2Sb,2
Riding with the King,Eric Clapton,618hiI74zBL8UVgAvfmkLj,2
Riding with the King,B.B. King,618hiI74zBL8UVgAvfmkLj,2
Suffer Well,Depeche Mode,1tG9Hnpx1kfsHmyafOl0pF,3
Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,Lana Del Rey,6PUIzlqotEmPuBfjbwYWOB,3
Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,Cedric Gervais,6PUIzlqotEmPuBfjbwYWOB,3
Doll Parts,Hole,2s5XeMTwRCvRpGHSDeTTyO,2
